title,publisher,YEAR,author keywords,scopusDistributionDate;;;;;;;;;;;;;;;;;;
    COVID-19 Deep Learning Prediction Model Using Publicly Available Radiologist-Adjudicated Chest X-Ray Images as Training Data: Preliminary Findings   ,Hindawi Limited,2020,,2020-12-13;;;;;;;;;;;;;;;;;;
Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Proceedings of the 24th International Database Engineering and Applications Symposium, IDEAS 2020,Association for Computing Machinery,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Human activity recognition using SVM and deep learning,Ubiquity Press,2020,COVID-19; Deep learning; Gabor filter; Human activity recognition; Support vector machine,2021-01-18;;;;;;;;;;;;;;
Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Pandemic analyzer for efficient prediction of COVID-19 in India using machine learning algorithms,Ubiquity Press,2020,ARIMA model; Coronavirus; Deep learning; FB prophet model machine learning; Forecasting; Prediction; Web scraping,2021-01-18;;;;;;;;;;;;
Eyebrow Deserves Attention: Upper Periocular Biometrics,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Application of soft computing techniques in the analysis of COVID - 19: A review,Ubiquity Press,2020,Artificial intelligence; Cauchy distribution; COVID-19; Health policies; Internet of things; Machine learning; Soft computing techniques,2021-01-18;;;;;;;;;;;;
Proceedings of the 11th SETN Conference on Artificial Intelligence, SETN 2020,Association for Computing Machinery,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
12th AEIT International Annual Conference, AEIT 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
"Proceedings of the ACM Symposium on Document Engineering, DocEng 2020,""Association for Computing Machinery, Inc"",2020,,2021-01-18";;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computer, Information and Telecommunication Systems, CITS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
2020 International Conference on Computational Intelligence, ICCI 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computing, Communication and Security, ICCCS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
2020 4th International Conference on Multimedia Computing, Networking and Applications, MCNA 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
2020 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
"Artificial intelligence and big data as solutions to COVID-19 [IntelÂ·ligÃ¨ncia artificial i big data per fer front a la COVID-19] [Inteligencia artificial y big data como soluciones frente a la COVID-19],""Universitat de Barcelona, Observatorio de Bioetica y Derecho"",2020,Advanced analytics"; COVID-19; Data representation; Data science; Deep learning; Learning algorithms; Machine learning; Pandemic,2021-01-18;;;;;;;;;;;
2020 Medical Technologies Congress, TIPTEKNO 2020 [TIPTEKNO 2020 - Tip Teknolojileri Kongresi],Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 3,IOP Publishing Ltd,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 4,IOP Publishing Ltd,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 1,IOP Publishing Ltd,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Laguerre gauss kernel for covid-19 medical decision making from chest tomography,CESER Publications,2021,COVID-19; Deep learning; Information extraction; Kernels for preprocessing; Medical decision making,2021-01-18;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2021-01-18;;;;;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2021-01-18;;;;;;;;;;;;;;;;;;
6th International Conference on Advanced Intelligent Systems and Informatics, AISI 2020,Springer Science and Business Media Deutschland GmbH,2021,,2021-01-18;;;;;;;;;;;;;;;;;;
23rd International Conference on Network-Based Information Systems, NBiS 2020,Springer,2021,,2021-01-18;;;;;;;;;;;;;;;;;;
Deep MLP-CNN model using mixed-data to distinguish between COVID-19 and Non-COVID-19 patients,MDPI AG,2020,Chest X-ray; Coronavirus; COVID-19; Deep learning; Imbalanced data; Mixed-data; SARS-CoV-2; Small data,2020-10-29;;;;;;;;;;;
Adversarial Graph Learning and Deep Learning Techniques for improving diagnosis within CT and Ultrasound images,Institute of Electrical and Electronics Engineers Inc.,2020,Adversarial Graph Learning (AGL); Automatic medical diagnosis; Convolutional Neural Networks (CNN); COVID-19; CT scan; Deep Learning; Hepatocellular Carcinoma (HCC); Ultrasound images,2021-01-05;;;;;;;;;;;
MULTI-DEEP: A novel CAD system for coronavirus (COVID-19) diagnosis from CT images using multiple convolution neural networks,PeerJ Inc.,2020,Computed tomography (CT); Computer-aided diagnosis (CAD); Convolution neural networks (CNN); Coronavirus (COVID-19); Deep learning (DL),2020-12-02;;;;;;;;;;;;;;
Deep learning for mycoplasma pneumonia discrimination from pneumonias like COVID-19,Institute of Electrical and Electronics Engineers Inc.,2020,Convolutional neural networks; COVID-19; CT images; deep learning; mycoplasma pneumonia; viral pneumonia,2020-12-20;;;;;;;;;;;;;
Internet of Things (IoT) Privacy-Protected, Fall-Detection System for the Elderly Using the Radar Sensors and Deep Learning,Institute of Electrical and Electronics Engineers Inc.,2020,deep learning; healthcare; IoT; privacy; radar,2020-12-15;;;;;;;;;;;;;;
Comparison of deep learning approaches to predict COVID-19 infection,Elsevier Ltd,2020,Artificial intelligence; Coronavirus; COVID-19; Deep learning; SARS-CoV2,22/07/20;;;;;;;;;;;;;;
Convolutional capsnet: A novel artificial neural network approach to detect COVID-19 disease from X-ray images using capsule networks,Elsevier Ltd,2020,Artificial neural network; Capsule networks; Chest x-ray images; Coronavirus; Deep learning,2020-07-28;;;;;;;;;;;;;;
Spread Peak Prediction of Covid-19 using ANN and Regression (Workshop Paper),Institute of Electrical and Electronics Engineers Inc.,2020,Active cases; Exploratory analysis; Growth rate; Regression; Severe Acute-Respiratory Syndrome (SARS),2021-02-10;;;;;;;;;;;;;;
Artificial intelligence and COVID-19: A multidisciplinary approach,Korea Institute of Oriental Medicine,2020,Artificial intelligence; COVID-19; Drug Discovery; Integrative medicine; Vaccine development,2020-08-27;;;;;;;;;;;;;;
Using Machine Learning to Generate Novel Hypotheses: Increasing Optimism About COVID-19 Makes People Less Willing to Justify Unethical Behaviors,SAGE Publications Inc.,2020,COVID-19; machine learning; neural network; open data; open materials; optimism; preregistered; unethical behavior,2020-11-06;;;;;;;;;;;
Supercomputing-supported COVID-19 CT image comprehensive analysis assistant system [è¶…çº§è®¡ç®—æ”¯æ’‘çš„æ–°å† è‚ºç‚ŽCTå½±åƒç»¼åˆåˆ†æžè¾…åŠ©ç³»ç»Ÿåº”ç”¨],Editorial and Publishing Board of JIG,2020,Artificial intelligence(AI); Auxiliary diagnosis; Computed tomography(CT) imaging; Coronavirus Disease 2019(COVID-19); Supercomputing,2020-12-28;;;;;;;;;;;;;;
Analyzing inter-reader variability affecting deep ensemble learning for COVID-19 detection in chest radiographs,Public Library of Science,2020,,2021-02-04;;;;;;;;;;;;;;;;;;
9th IAPR TC3 International Workshop on Artificial Neural Networks in Pattern Recognition, ANNPR 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
2nd International Workshop on Thoracic Image Analysis, TIA 2020 Held in Conjunction with Medical Image Computing and Computer-Assisted Intervention Conference, MICCAI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
LSTM Network with reinforced learning in short and medium term warsaw stock market index forecast,EUROSIS,2020,AI-supported simulation; Automated planning; Forecasting; Stock market index; Time series analysis,2020-11-06;;;;;;;;;;;;;;
International Conference on Computer Vision and Graphics, ICCVG 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
XAI.it 2020 - Proceedings of the Italian Workshop on Explainable Artificial Intelligence, co-located with 19th International Conference of the Italian Association for Artificial Intelligence, AIxIA 2020,CEUR-WS,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
YOLOv3-based mask and face recognition algorithm for individual protection applications,CEUR-WS,2020,Computer vision; Deep learning; Face recognition; Image processing; Mask recognition,2020-11-06;;;;;;;;;;;;;;
IVUS 2020 - Proceedings of the Information Society and University Studies 2020,CEUR-WS,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 2,IOP Publishing Ltd,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
4th International Workshop on Software Foundations for Data Interoperability, SFDI 2020 and 2nd International Workshop on Large Scale Graph Data Analytics, LSGDA 2020, held in Conjunction with VLDB 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
9th International Conference on Health Information Science, HIS 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Understanding automatic COVID-19 classification using chest X-ray images,CEUR-WS,2020,Chest X-ray images; Convolutional Neural Networks; GradCAM,2020-11-06;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
22nd International Conference on Asia-Pacific Digital Libraries, ICADL 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
9th International Congress on Telematics and Computing, WITCOM 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
12th International Conference on Social Informatics, SocInfo 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
33rd Australasian Joint Conference on Artificial Intelligence, AI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
CODS-COMAD 2021 - Proceedings of the 3rd ACM India Joint International Conference on Data Science and Management of Data, 8th ACM IKDD CODS and 26th COMAD,Association for Computing Machinery,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Novel coronavirus forecasting model using nonlinear autoregressive artificial neural network,Science and Engineering Research Support Society,2020,Artificial intelligence; Coronavirus outbreak; Neural network forecasting; Non-linear autoregressive network; Time series prediction,2020-11-06;;;;;;;;;;;;;;
Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
INISTA 2020 - 2020 International Conference on INnovations in Intelligent SysTems and Applications, Proceedings,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Proceedings of the 24th International Database Engineering and Applications Symposium, IDEAS 2020,Association for Computing Machinery,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Human activity recognition using SVM and deep learning,Ubiquity Press,2020,COVID-19; Deep learning; Gabor filter; Human activity recognition; Support vector machine,2020-11-06;;;;;;;;;;;;;;
Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Pandemic analyzer for efficient prediction of COVID-19 in India using machine learning algorithms,Ubiquity Press,2020,ARIMA model; Coronavirus; Deep learning; FB prophet model machine learning; Forecasting; Prediction; Web scraping,2020-11-06;;;;;;;;;;;;
Eyebrow Deserves Attention: Upper Periocular Biometrics,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Application of soft computing techniques in the analysis of COVID - 19: A review,Ubiquity Press,2020,Artificial intelligence; Cauchy distribution; COVID-19; Health policies; Internet of things; Machine learning; Soft computing techniques,2020-11-06;;;;;;;;;;;;
Proceedings of the 11th SETN Conference on Artificial Intelligence, SETN 2020,Association for Computing Machinery,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
12th AEIT International Annual Conference, AEIT 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
"Proceedings of the ACM Symposium on Document Engineering, DocEng 2020,""Association for Computing Machinery, Inc"",2020,,2020-11-06";;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computer, Information and Telecommunication Systems, CITS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
